46::M::18::19::4.219512195121951::1.5851782252948214::['Horror', 'Thriller', 'Comedy', 'Drama', 'Mystery']::['1102', '529', '3677', '2523', '3280']::['1327', '1261', '3280']
47::M::18::4::3.909090909090909::0.7329325225725953::['Drama', 'Romance', 'Crime', 'Action', 'Comedy']::['1213', '249', '1949', '17', '34']::['1949', '17', '34']
48::M::25::4::3.068561872909699::0.816007249634476::['Comedy', 'Action', 'Drama', 'Adventure', 'Sci-Fi']::['880', '2827', '3926', '1310', '3051']::['3471', '2664', '1310']
49::M::18::12::3.712962962962963::0.8612106672836051::['Action', 'Thriller', 'Adventure', 'Sci-Fi', 'Animation']::['1204', '1193', '296', '2858', '2311']::['1193', '296', '2858']
50::F::25::2::3.0697674418604652::0.8732550397915619::['Drama', 'Comedy', 'Thriller', 'Action', 'Romance']::['2135', '804', '3861', '2241', '1544']::['3155', '266', '3861']
51::F::1::10::3.825::0.9188987974744551::['Comedy', 'Drama', 'Romance', 'Thriller', "Children's"]::['11', '348', '39', '1485', '1895']::['1923', '39', '1895']
52::M::18::4::3.5569620253164556::1.0994456076257446::['Action', 'Thriller', 'Drama', 'Comedy', 'Adventure']::['3861', '3785', '3646', '3821', '2706']::['2858', '3785', '2706']
53::M::25::0::4.2368421052631575::0.9456205448462564::['Drama', 'Comedy', 'Thriller', 'Action', 'Sci-Fi']::['510', '1726', '1609', '3437', '581']::['193', '184', '581']
54::M::50::1::4.025::0.7578753195612056::['Comedy', 'Drama', 'Romance', 'Western', "Children's"]::['2791', '34', '1079', '3422', '3507']::['34', '1079', '3507']
55::F::35::12::4.12::0.8158431221748456::['Drama', 'Thriller', 'War', "Children's", 'Romance']::['1213', '1784', '457', '150', '356']::['457', '150', '356']
56::M::35::20::3.970149253731343::1.1456621529788351::['Drama', 'Comedy', 'Thriller', 'Crime', 'War']::['2321', '2706', '440', '2302', '514']::['2706', '440', '2302']
57::M::18::19::2.90625::1.4221325316228441::['Comedy', 'Drama', 'Action', 'Thriller', 'Adventure']::['1225', '1258', '2804', '1090', '1242']::['2804', '1090', '1242']
58::M::25::2::3.9725400457665905::0.9846307262931835::['Action', 'Sci-Fi', 'Drama', 'Comedy', 'Thriller']::['3663', '3664', '2807', '3593', '66']::['788', '435', '2986']
59::F::50::1::3.5376344086021505::0.7836932111091869::['Drama', 'Romance', 'Comedy', 'War', 'Thriller']::['950', '951', '1219', '1617', '1224']::['1225', '951', '1224']
60::M::50::1::3.414285714285714::1.3362298470254406::['Adventure', 'Comedy', 'Action', 'Mystery', 'Thriller']::['164', '1092', '113', '1589', '2583']::['350', '1092', '2583']
61::M::25::17::2.7777777777777777::1.030402055055078::['Action', 'Comedy', 'Thriller', 'Sci-Fi', 'Adventure']::['3238', '3564', '3743', '3190', '3908']::['3882', '3785', '3646']
62::F::35::3::3.566265060240964::0.8458655093237654::['Drama', 'Comedy', 'Romance', 'Action', 'Thriller']::['932', '934', '3516', '3414', '2939']::['2183', '3088', '2939']
63::M::18::4::3.4285714285714284::1.2453996981544784::['Comedy', 'Drama', 'Thriller', 'Action', 'Horror']::['1225', '3007', '1094', '750', '541']::['1094', '750', '541']
64::M::18::1::4.148148148148148::0.8478165290562664::['Action', 'Thriller', 'Adventure', 'Drama', 'Horror']::['1754', '3555', '3755', '2858', '3005']::['1754', '3555', '2858']
65::M::35::12::4.423913043478261::0.7551805953339888::['Action', 'Drama', 'Thriller', 'Comedy', 'Adventure']::['524', '2236', '2431', '832', '3005']::['2431', '832', '3005']
66::M::25::18::3.8461538461538463::1.4058205294228514::['Drama', 'Comedy', 'Action', 'War', 'Adventure']::['1272', '2694', '1259', '1919', '1961']::['2694', '1259', '1961']
67::F::50::5::4.296875::0.80389068558791::['Drama', 'Comedy', 'Romance', 'War', 'Crime']::['1287', '909', '994', '1962', '902']::['994', '1962', '902']
68::M::18::4::3.75::1.2665570127975554::['Comedy', 'Drama', 'Romance', 'Action', 'Musical']::['1270', '3608', '1517', '1747', '2797']::['1270', '1517', '1747']
69::F::25::1::4.153846153846154::1.0411645732731465::['Drama', 'Romance', 'Comedy', 'War', 'Thriller']::['617', '590', '446', '1120', '476']::['446', '1120', '476']
70::M::18::4::3.7037037037037037::1.2115131284293428::['Comedy', 'Drama', 'Thriller', 'Action', 'Sci-Fi']::['3157', '3176', '2987', '3114', '3793']::['2987', '3114', '3793']
71::M::25::14::3.7586206896551726::0.7265968105415682::['Action', 'Drama', 'Comedy', 'Thriller', 'Adventure']::['1093', '2605', '3408', '2712', '2959']::['1093', '2605', '3408']
72::F::45::0::3.697674418604651::1.1520433559535659::['Comedy', 'Drama', 'Romance', 'Action', 'Thriller']::['17', '2028', '150', '3105', '3418']::['150', '3105', '3418']
73::M::18::4::3.364705882352941::1.0498970125799114::['Action', 'Comedy', 'Sci-Fi', 'Adventure', 'Thriller']::['2088', '47', '3052', '3889', '3596']::['2717', '3052', '3889']
74::M::35::14::4.129032258064516::1.0698789646307743::['Drama', 'Comedy', 'Thriller', 'Mystery', 'Crime']::['3753', '1589', '1732', '3176', '164']::['1589', '1732', '164']
75::F::1::10::4.005714285714285::1.016982330832001::["Children's", 'Comedy', 'Animation', 'Adventure', 'Musical']::['2694', '1911', '3408', '2392', '2761']::['3408', '2392', '2761']
76::M::35::7::4.172413793103448::0.8604582653890991::['Drama', 'Comedy', 'Action', 'Thriller', 'Crime']::['3317', '3408', '3510', '3794', '3513']::['3317', '3408', '3510']
77::M::18::4::2.948717948717949::1.1971915415311547::['Drama', 'Comedy', 'Thriller', 'Romance', 'Action']::['3081', '2700', '2762', '2702', '2907']::['3081', '2700', '2762']
78::F::45::1::3.657142857142857::0.9240549502169265::['Comedy', 'Musical', 'Drama', 'Romance', "Children's"]::['339', '417', '500', '368', '708']::['562', '3247', '417']
79::F::45::0::3.6451612903225805::1.123025495840594::['Mystery', 'Drama', 'Thriller', 'Comedy', 'Action']::['2024', '1597', '1909', '350', '2126']::['3176', '2686', '2024']
80::M::56::1::3.872340425531915::0.9136557682376124::['Drama', 'Action', "Children's", 'Comedy', 'Romance']::['3173', '1917', '1416', '1588', '3249']::['3252', '48', '1917']
81::F::25::0::4.4186046511627906::1.039511471564047::['Drama', 'Comedy', 'Thriller', 'Action', 'War']::['1258', '330', '2971', '3421', '260']::['2971', '3421', '260']
82::M::25::17::4.016949152542373::0.7917268280763832::['Thriller', 'Drama', 'Action', 'Sci-Fi', 'Comedy']::['50', '628', '47', '3662', '474']::['628', '47', '474']
83::F::25::2::3.5757575757575757::1.3639730224153812::['Comedy', 'Fantasy', 'Adventure', 'Drama', 'Action']::['558', '1702', '1654', '3877', '2162']::['1967', '2105', '60']
84::M::18::4::3.838709677419355::1.43901342085132::['Action', 'Sci-Fi', 'Adventure', 'War', 'Drama']::['750', '527', '1222', '2858', '1394']::['527', '1222', '2858']
85::M::18::4::3.1025641025641026::1.256671872291574::['Drama', 'Comedy', 'Thriller', 'Action', 'Horror']::['2710', '3005', '2908', '3949', '3317']::['2683', '2699', '3005']
86::F::1::10::4.3125::0.8697760727145043::['Adventure', 'Action', "Children's", 'Comedy', 'Romance']::['236', '920', '3005', '3147', '54']::['3005', '3147', '54']
87::M::25::14::2.8135593220338984::1.8455128933988068::['Action', 'Drama', 'Adventure', 'Sci-Fi', 'Thriller']::['2000', '2948', '480', '1610', '1215']::['2000', '480', '1610']
88::F::45::1::4.147058823529412::1.0608640468747896::['Drama', 'Comedy', 'Romance', 'War', 'Action']::['3072', '3361', '1961', '2915', '2973']::['3361', '1961', '2915']
89::F::56::9::3.9::1.5132745950421556::['Drama', 'Action', 'Comedy', 'War', 'Romance']::['2431', '1136', '1080', '2947', '733']::['2431', '2947', '733']
90::M::56::13::3.888888888888889::0.7370277311900889::['Drama', 'Action', 'Crime', 'War', 'Adventure']::['150', '260', '3265', '1218', '3745']::['3265', '1218', '3745']
91::M::35::7::4.704545454545454::0.5468731552507259::['Comedy', 'Drama', 'Romance', 'War', 'Action']::['969', '898', '1265', '912', '920']::['1265', '912', '920']
92::F::18::4::2.7581395348837208::1.3319390582712929::['Comedy', "Children's", 'Action', 'Drama', 'Adventure']::['1479', '1590', '1831', '1882', '1556']::['1047', '3257', '886']
93::M::25::17::2.9727272727272727::1.2753544313718579::['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Comedy']::['2818', '502', '839', '2807', '3911']::['1037', '485', '172']
94::M::25::17::3.857142857142857::0.832993127835043::['Horror', 'Sci-Fi', 'Thriller', 'Comedy', 'Action']::['1261', '3018', '1349', '2003', '3837']::['1261', '3018', '2003']
95::M::45::0::3.595959595959596::0.9839026797483577::['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']::['446', '1249', '2762', '3147', '1921']::['446', '1249', '3147']
96::F::25::16::3.6049382716049383::0.811628637723141::['Drama', 'Comedy', 'Action', 'Thriller', 'Romance']::['3753', '3916', '3623', '3513', '1073']::['3916', '3513', '1073']
97::F::35::3::4.473684210526316::0.6277294969408714::['Drama', 'Comedy', 'Thriller', 'Romance', 'War']::['2186', '971', '3341', '3365', '1103']::['3341', '3365', '1103']
98::F::35::7::3.8::1.1224972160321824::['Drama', 'Comedy', 'Action', 'War', 'Adventure']::['3821', '593', '527', '318', '296']::['527', '318', '296']
99::F::1::10::2.9571428571428573::1.2921268655726854::['Comedy', 'Drama', 'Action', 'Thriller', 'Romance']::['2599', '1923', '34', '1265', '223']::['3785', '2599', '1923']
100::M::35::17::3.026315789473684::0.8579915993105844::['Action', 'Adventure', 'Sci-Fi', 'Drama', 'War']::['608', '1213', '919', '265', '1208']::['924', '1213', '919']
101::F::18::3::4.679245283018868::0.6073010165823042::['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Comedy']::['360', '2642', '2412', '208', '3841']::['2412', '208', '3841']
102::M::35::19::4.5::0.7637626158259734::['Comedy', 'Sci-Fi', 'Action', 'Romance', 'Drama']::['1270', '1912', '3872', '111', '377']::['1912', '111', '377']
103::M::45::7::4.052173913043478::0.9676819299647689::['Action', 'Thriller', 'Sci-Fi', 'Adventure', 'Drama']::['15', '172', '2153', '546', '1556']::['15', '172', '2153']
104::M::25::12::3.6333333333333333::0.9480975102218594::['Comedy', 'Drama', 'Thriller', 'Action', 'Crime']::['2724', '2840', '2841', '2987', '2701']::['3053', '3219', '2840']
105::M::45::12::4.295081967213115::0.8934050225205706::['Action', 'Drama', 'Thriller', 'Sci-Fi', 'Adventure']::['861', '3153', '163', '3639', '2115']::['163', '3639', '2115']
106::F::35::11::4.0212765957446805::0.757638034670845::['Romance', 'Comedy', 'Drama', 'Thriller', 'War']::['440', '2065', '1357', '377', '3699']::['1210', '440', '2065']
107::M::45::18::3.743801652892562::0.7103593040312169::['Drama', 'Thriller', 'Comedy', 'Romance', 'War']::['1674', '1925', '2852', '2863', '1147']::['2949', '1925', '1147']
108::M::25::12::3.135135135135135::1.2338067254609002::['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Adventure']::['3948', '1449', '3938', '3925', '3927']::['3948', '1449', '3938']
109::M::45::15::4.0::0.6478835438717::['Comedy', 'Adventure', "Children's", 'Sci-Fi', 'Action']::['2135', '2080', '1035', '3675', '1028']::['1035', '3675', '1028']
110::M::25::2::3.25::1.1989578808281798::['Crime', 'Action', 'Drama', 'Thriller', 'Comedy']::['3930', '1673', '3623', '3316', '3452']::['3578', '524', '1673']
111::M::35::15::3.7282608695652173::0.7675945044432105::['Drama', 'Comedy', 'Romance', 'Thriller', 'Action']::['16', '1643', '1042', '500', '367']::['1042', '500', '367']
112::M::25::16::4.183333333333334::1.0565930573730313::['Animation', "Children's", 'Film-Noir', 'Thriller', 'Musical']::['1344', '3334', '2940', '2182', '3706']::['1344', '3334', '2940']
113::M::18::12::3.5::1.242625304369271::['Action', 'Sci-Fi', 'Thriller', 'Drama', 'Comedy']::['3821', '3285', '3238', '3883', '3895']::['3285', '3238', '3895']
114::F::25::2::3.693877551020408::0.9731933891890907::["Children's", 'Animation', 'Comedy', 'Musical', 'Drama']::['914', '899', '1947', '73', '3095']::['1947', '73', '3095']
115::M::25::17::3.8421052631578947::1.0888505718724841::['Action', 'Sci-Fi', 'Thriller', 'Comedy', 'Horror']::['2135', '1976', '240', '1977', '611']::['70', '1544', '611']
116::M::25::17::3.8461538461538463::0.93200807574529::['Comedy', 'Action', 'Fantasy', 'Drama', 'Thriller']::['3617', '3717', '3744', '3755', '3646']::['1997', '3617', '3744']
117::M::25::17::3.299009900990099::1.067846454040524::['Action', 'Sci-Fi', 'Horror', 'Adventure', 'Comedy']::['2478', '3806', '2193', '2019', '3785']::['3806', '2193', '2019']
118::M::35::17::3.767857142857143::0.8502325612226728::['Action', 'Comedy', 'Adventure', 'Drama', 'Sci-Fi']::['1674', '3424', '2917', '1246', '1957']::['1224', '3098', '2917']
119::F::1::10::3.5428571428571427::0.8947313662139467::["Children's", 'Comedy', 'Animation', 'Adventure', 'Musical']::['2628', '8', '2995', '1278', '2719']::['2468', '2354', '2719']
120::M::25::11::3.619047619047619::1.0605265453009567::['Drama', 'Action', 'Thriller', 'Crime', 'Comedy']::['1222', '2028', '3006', '2664', '1208']::['1394', '994', '1208']
121::M::35::7::4.416666666666667::0.862006702732384::['Sci-Fi', 'Action', 'Adventure', 'Comedy', 'Horror']::['2528', '329', '1', '594', '3751']::['1', '594', '3751']
122::F::18::4::3.3095238095238093::1.1230929919115007::['Action', 'Adventure', 'Sci-Fi', 'Drama', 'Thriller']::['153', '2410', '1917', '1250', '2858']::['368', '1250', '2858']
123::M::35::9::3.401315789473684::0.8132121852085972::['Drama', 'Comedy', 'Thriller', 'Action', 'Romance']::['2343', '1661', '2600', '3051', '1352']::['1661', '3051', '1352']
124::M::56::7::4.173913043478261::0.6360321234055564::['Drama', 'Thriller', 'Action', 'Comedy', 'Crime']::['1094', '1179', '34', '3125', '3298']::['34', '3125', '3298']
125::M::45::14::4.098591549295775::0.7534882183152257::['Action', 'Thriller', 'Drama', 'Adventure', 'Sci-Fi']::['2427', '3702', '3763', '555', '3948']::['2427', '3702', '3948']
126::M::18::9::4.0::1.3284223283101428::['Drama', 'Romance', 'Action', 'Comedy', 'Crime']::['461', '911', '915', '342', '2943']::['915', '342', '2943']
127::F::45::3::3.8344827586206898::0.9173710045818771::['Thriller', 'Drama', 'Action', 'Sci-Fi', 'Adventure']::['2561', '2916', '1889', '3728', '3857']::['2561', '2916', '3728']
128::M::56::6::4.363636363636363::0.8813963377120597::['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Musical']::['3751', '2135', '3159', '480', '2657']::['3159', '480', '2657']
129::M::25::11::4.025316455696203::0.8855332877160864::['Action', 'Crime', 'Thriller', 'Drama', 'Adventure']::['303', '3698', '2013', '736', '674']::['3698', '2013', '736']
130::M::35::17::4.311111111111111::1.1512741197323206::['Action', 'Thriller', 'Sci-Fi', 'Adventure', 'Drama']::['3082', '2457', '3519', '3623', '1101']::['3082', '3519', '1101']
131::M::18::4::3.4113475177304964::1.0855003225026743::['Drama', 'Comedy', 'Thriller', 'Romance', 'Action']::['3798', '1172', '1961', '1205', '2571']::['1248', '1172', '2571']
132::M::25::17::3.966292134831461::0.99943172844661::['Comedy', 'Drama', 'Romance', "Children's", 'Adventure']::['2463', '1732', '3358', '180', '345']::['3060', '3087', '2463']
133::F::25::0::3.7804878048780486::1.1318492341631343::['Drama', 'Comedy', 'Thriller', 'Romance', 'Action']::['1614', '1670', '1624', '1620', '2617']::['1670', '1624', '1620']
134::M::25::0::2.688622754491018::1.3398730461657604::['Action', 'Sci-Fi', 'Thriller', 'Comedy', 'Adventure']::['15', '3705', '3879', '1711', '3156']::['1858', '1429', '1711']
135::M::18::4::3.657142857142857::1.4430692913342162::['Comedy', 'Drama', 'Thriller', 'Action', 'Sci-Fi']::['2600', '2701', '1197', '2918', '2791']::['1197', '2918', '2791']
136::M::18::2::3.074074074074074::1.3857990321384979::['Comedy', 'Drama', 'Romance', 'Sci-Fi', "Children's"]::['1821', '2356', '236', '3869', '435']::['3618', '2004', '2356']
137::F::45::6::3.4727272727272727::0.8914655034277279::['Comedy', 'Drama', 'Thriller', 'Romance', 'Action']::['2840', '2672', '2763', '2987', '2701']::['2763', '2987', '2701']
138::M::18::20::4.492307692307692::0.7043398856775133::['Crime', 'Drama', 'Action', 'Thriller', 'Comedy']::['2391', '2542', '164', '2912', '47']::['164', '2912', '47']
139::F::25::20::3.8816326530612244::1.0528238935218512::['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Adventure']::['1094', '3448', '1391', '3441', '3766']::['1391', '3441', '3766']
140::F::35::1::3.702127659574468::1.109243438105283::['Drama', 'Comedy', 'Thriller', 'Romance', 'Mystery']::['1942', '2940', '1282', '906', '946']::['2612', '906', '946']
141::M::35::13::3.6956521739130435::1.2661060677009597::['Drama', 'Mystery', 'Comedy', 'Action', 'Thriller']::['1950', '3801', '1212', '2203', '3469']::['1212', '2203', '3469']
142::M::25::7::3.3404255319148937::1.0773607575465671::['Drama', 'Comedy', 'Action', 'Thriller', "Children's"]::['3421', '1198', '3745', '3160', '2761']::['3745', '3160', '2761']
143::M::18::3::3.5441176470588234::1.1811487868797075::['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']::['1777', '2353', '480', '1873', '1721']::['2321', '1777', '1721']
144::M::25::17::3.46875::1.4996744438377283::['Drama', 'Action', 'Sci-Fi', 'Comedy', 'Thriller']::['2053', '737', '924', '2311', '1625']::['924', '2311', '1625']
145::M::18::4::3.0::1.281025230440697::['Drama', 'Comedy', 'Sci-Fi', 'Action', 'Adventure']::['2396', '2700', '2702', '2337', '2672']::['2692', '2395', '2700']
146::F::35::20::3.778816199376947::1.1040790274829109::['Drama', 'Comedy', 'Romance', 'Musical', 'Thriller']::['2605', '3599', '2291', '932', '3855']::['3334', '2605', '2291']
147::M::18::4::3.5026737967914436::0.944300842294046::['Action', 'Drama', 'Thriller', 'Adventure', 'Comedy']::['3354', '3155', '3513', '2657', '1544']::['3408', '3623', '3513']
148::M::50::17::3.733974358974359::0.9771752063769976::['Action', 'Drama', 'Comedy', 'Adventure', 'Thriller']::['1950', '3730', '3507', '2135', '3270']::['3730', '3507', '2135']
149::M::25::1::3.952830188679245::0.9354857024380455::['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']::['3949', '2640', '2245', '3358', '708']::['2245', '3358', '708']
150::M::35::7::4.021929824561403::0.7518700396204897::['Drama', 'Comedy', 'Romance', 'Thriller', 'Action']::['2932', '3826', '3787', '3897', '3948']::['3826', '3787', '3897']
151::F::25::20::3.6217105263157894::1.1113894671913793::['Comedy', 'Romance', 'Drama', 'Action', 'Sci-Fi']::['1060', '1732', '441', '101', '45']::['1732', '441', '45']
152::M::18::4::4.125::1.0129371484286016::['Comedy', 'Drama', 'Action', 'Thriller', 'Horror']::['2599', '2791', '1278', '663', '1500']::['1278', '663', '1500']
153::M::1::10::4.076923076923077::1.2064913185660096::['Comedy', 'Drama', 'Thriller', "Children's", 'Horror']::['2907', '1760', '3285', '3785', '274']::['2907', '3285', '274']
154::M::50::20::3.090909090909091::1.0833068443466352::['Drama', 'Comedy', 'Action', 'Thriller', 'Horror']::['1250', '1282', '951', '2791', '2948']::['1249', '951', '2791']
155::M::35::12::2.96875::1.357487914310842::['Comedy', 'Drama', 'Romance', 'Action', 'Adventure']::['110', '2067', '1247', '924', '3742']::['1247', '924', '3742']
156::F::45::7::4.236486486486487::0.700978914808836::['Romance', 'Comedy', 'Drama', 'Thriller', 'Mystery']::['1307', '914', '3244', '1197', '930']::['3244', '1197', '930']
157::M::35::16::3.6733167082294265::0.7576780529126297::['Comedy', 'Drama', 'Action', 'Sci-Fi', 'Adventure']::['185', '2361', '1234', '1162', '3007']::['2288', '1234', '3007']
